Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,numVotes,numViews,Year
Monkey Wrench,https://www.mountainproject.com/route/107062440/monkey-wrench,2.4,5.11a,1,,41.2217,-111.9236,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,False,"Avg: 2.4 from 10
    votes",Page Views: 780 total · 5/month,"Shared By: Mike Anderson on Mar 10, 2011"
Verona,https://www.mountainproject.com/route/105932554/verona,3.3,5.11a,1,60.0,41.2217,-111.9236,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,False,"Avg: 3.3 from 23
    votes","Page Views: 1,223 total · 6/month","Shared By: GRK on Mar 18, 2007 · Updates"
BLU-82,https://www.mountainproject.com/route/105932582/blu-82,2.4,5.11b,1,80.0,41.2217,-111.9236,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,False,"Avg: 2.4 from 8
    votes",Page Views: 895 total · 4/month,"Shared By: GRK on Mar 18, 2007"
Raktajino,https://www.mountainproject.com/route/117309871/raktajino,3.0,5.11a,1,100.0,41.22151,-111.9242,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,False,"Avg: 3 from 2
    votes",Page Views: 633 total · 12/month,"Shared By: Dr. Crushenstein on Jul 5, 2019"
Take Care of Her,https://www.mountainproject.com/route/113139033/take-care-of-her,2.6,5.11b/c M7,1,60.0,41.22693,-111.9257,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,True,"Avg: 2.6 from 7
    votes",Page Views: 970 total · 12/month,"Shared By: Derek DeBruin on Jun 12, 2017"
Genius,https://www.mountainproject.com/route/112211840/genius,2.6,5.11a,1,35.0,41.24972,-111.93404,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,9th Street,False,False,False,False,False,False,"Avg: 2.6 from 41
    votes","Page Views: 1,287 total · 15/month","Shared By: Ken Noyce on Oct 7, 2016"
Jerusalem,https://www.mountainproject.com/route/106569623/jerusalem,2.5,5.11a ,1,40.0,41.24972,-111.93404,True,False,Utah,Wasatch Range,Northern Wasatch,Ogden,9th Street,False,False,False,False,False,False,"Avg: 2.5 from 36
    votes","Page Views: 2,142 total · 13/month","Shared By: jeffozozo on Oct 13, 2009"
Bolt Sandwich,https://www.mountainproject.com/route/108401732/bolt-sandwich,2.6,5.11a,1,25.0,41.24972,-111.93404,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,9th Street,False,False,True,False,False,False,"Avg: 2.6 from 36
    votes","Page Views: 1,795 total · 15/month","Shared By: Phil Burnett on Oct 23, 2013"
Crank Addiction,https://www.mountainproject.com/route/106603952/crank-addiction,1.8,5.11b,1,40.0,41.24972,-111.93404,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,9th Street,False,False,False,False,False,False,"Avg: 1.8 from 18
    votes","Page Views: 1,329 total · 8/month","Shared By: jeffozozo on Nov 17, 2009 · Updates"
Cracked Lip,https://www.mountainproject.com/route/106302849/cracked-lip,3.0,5.11b,1,30.0,41.24972,-111.93404,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,9th Street,False,False,False,False,False,False,"Avg: 3 from 45
    votes","Page Views: 1,368 total · 8/month","Shared By: Oliver Young on Nov 15, 2008 · Updates"
Forearm Foreplay,https://www.mountainproject.com/route/119848933/forearm-foreplay,2.0,5.11a,1,45.0,41.28876,-111.9531,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,North Ogden,False,False,False,False,False,False,"Avg: 2 from 2
    votes",Page Views: 305 total · 8/month,"Shared By: Jordan Gilbert on Nov 2, 2020"
Long Legged Girls and Fun,https://www.mountainproject.com/route/115367262/long-legged-girls-and-fun,2.0,5.11b,1,,41.28876,-111.9531,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,North Ogden,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 551 total · 9/month,"Shared By: joshua crawford on Sep 29, 2018"
High Velocity Wrench,https://www.mountainproject.com/route/108114689/high-velocity-wrench,2.0,5.11a,1,30.0,41.328,-111.9828,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,North Ogden,False,False,False,False,False,False,"Avg: 2 from 3
    votes",Page Views: 737 total · 6/month,"Shared By: james147 on Apr 28, 2013"
Inverted Insertion,https://www.mountainproject.com/route/108114819/inverted-insertion,1.3,5.11b,1,30.0,41.328,-111.9828,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,North Ogden,False,False,False,False,False,False,"Avg: 1.3 from 3
    votes",Page Views: 616 total · 5/month,"Shared By: james147 on Apr 28, 2013"
Medula Oblongata,https://www.mountainproject.com/route/108320284/medula-oblongata,3.3,5.11a,1,50.0,41.27599,-111.94424,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,North Ogden,False,False,False,False,False,False,"Avg: 3.2 from 9
    votes","Page Views: 1,328 total · 11/month","Shared By: jeffozozo on Sep 3, 2013"
Subderal Hemotoma,https://www.mountainproject.com/route/108320274/subderal-hemotoma,2.8,5.11b,1,50.0,41.27599,-111.94424,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,North Ogden,False,False,False,False,False,False,"Avg: 2.8 from 4
    votes",Page Views: 717 total · 6/month,"Shared By: jeffozozo on Sep 3, 2013"
Masochistic Tendencies,https://www.mountainproject.com/route/108609623/masochistic-tendencies,1.3,5.11a,1,25.0,41.2102,-111.9294,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,29th Street,False,False,False,False,False,False,"Avg: 1.3 from 4
    votes","Page Views: 1,151 total · 10/month","Shared By: Ken Noyce on Jan 25, 2014"
The River Styx,https://www.mountainproject.com/route/121658365/the-river-styx,3.0,5.11b/c,1,45.0,41.32259,-111.54986,False,False,Utah,Wasatch Range,Northern Wasatch,Causey Reservoir,Gateway to the Underworld,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 195 total · 8/month,"Shared By: Jordan Gilbert on Nov 19, 2021"
Fossil Fueled,https://www.mountainproject.com/route/121658476/fossil-fueled,3.0,5.11a,1,70.0,41.32182,-111.55245,False,False,Utah,Wasatch Range,Northern Wasatch,Causey Reservoir,The Alcove,False,False,False,False,False,False,"Avg: 3 from 1
    vote",Page Views: 236 total · 10/month,"Shared By: Jordan Gilbert on Nov 19, 2021"
Heat Wave,https://www.mountainproject.com/route/121658512/heat-wave,4.0,5.11b,1,70.0,41.32182,-111.55245,False,False,Utah,Wasatch Range,Northern Wasatch,Causey Reservoir,The Alcove,False,False,False,False,False,False,"Avg: 4 from 1
    vote",Page Views: 232 total · 10/month,"Shared By: Jordan Gilbert on Nov 19, 2021"
Ryan in a Bikini,https://www.mountainproject.com/route/106793616/ryan-in-a-bikini,2.8,5.11,1,70.0,40.9805,-111.8715,False,False,Utah,Wasatch Range,Northern Wasatch,Davis County,Farmington,True,False,False,False,False,False,"Avg: 2.8 from 6
    votes","Page Views: 1,622 total · 10/month","Shared By: Erik S. Gillis on Jun 10, 2010"
Pockets Full of Treasure,https://www.mountainproject.com/route/106944877/pockets-full-of-treasure,2.3,5.11a,1,50.0,41.00338,-111.87363,False,False,Utah,Wasatch Range,Northern Wasatch,Davis County,Farmington,False,False,False,False,False,False,"Avg: 2.3 from 3
    votes","Page Views: 1,536 total · 10/month","Shared By: Oliver Young on Oct 31, 2010"
Illusions Extension 1,https://www.mountainproject.com/route/107833359/illusions-extension-1,2.4,5.11a,1,70.0,41.78063,-111.64374,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.4 from 21
    votes","Page Views: 1,116 total · 8/month","Shared By: Brian Hestetune on Oct 8, 2012"
Aberration,https://www.mountainproject.com/route/120953823/aberration,2.0,5.11a,1,60.0,41.78063,-111.64374,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 274 total · 10/month,"Shared By: Bradley Kessler on Jun 30, 2021"
Mission Statement,https://www.mountainproject.com/route/105869792/mission-statement,2.4,5.11a,1,70.0,41.78063,-111.64374,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.4 from 65
    votes","Page Views: 2,361 total · 11/month","Shared By: James McDonald on Oct 5, 2006"
Begging For Bolts,https://www.mountainproject.com/route/105869796/begging-for-bolts,3.6,5.11a,1,110.0,41.78063,-111.64374,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 3.6 from 110
    votes","Page Views: 6,243 total · 30/month","Shared By: James McDonald on Oct 5, 2006"
Flying Outhouse,https://www.mountainproject.com/route/106008962/flying-outhouse,2.9,5.11b,1,60.0,41.78063,-111.64374,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.9 from 63
    votes","Page Views: 1,149 total · 6/month","Shared By: Orphaned User on Aug 15, 2007 · Updates"
The Pansy,https://www.mountainproject.com/route/106516927/the-pansy,1.9,5.11b/c,1,,41.78063,-111.64374,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 1.9 from 18
    votes","Page Views: 1,080 total · 6/month","Shared By: Sadun Tryst on Aug 14, 2009"
Goat Debris,https://www.mountainproject.com/route/106674118/goat-debris,3.1,5.11a,1,80.0,41.79951,-111.63754,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 3.1 from 68
    votes","Page Views: 1,332 total · 8/month","Shared By: camhead on Feb 13, 2010"
Hat Trick,https://www.mountainproject.com/route/106674140/hat-trick,2.8,5.11a,1,70.0,41.79951,-111.63754,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.8 from 35
    votes",Page Views: 972 total · 6/month,"Shared By: camhead on Feb 13, 2010 · Updates"
Order and Chaos,https://www.mountainproject.com/route/106674146/order-and-chaos,2.4,5.11a/b,1,40.0,41.79951,-111.63754,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.4 from 27
    votes",Page Views: 828 total · 5/month,"Shared By: camhead on Feb 13, 2010"
Friendly Fire,https://www.mountainproject.com/route/106674158/friendly-fire,2.5,5.11b,1,80.0,41.79951,-111.63754,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,True,False,False,False,False,False,"Avg: 2.5 from 6
    votes",Page Views: 763 total · 5/month,"Shared By: camhead on Feb 13, 2010"
Burning from the Inside,https://www.mountainproject.com/route/106834198/burning-from-the-inside,2.3,5.11b,1,60.0,41.79951,-111.63754,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.3 from 4
    votes",Page Views: 703 total · 4/month,"Shared By: Spencer Weiler on Jul 21, 2010"
Conventional Arms,https://www.mountainproject.com/route/106674133/conventional-arms,2.9,5.11b/c,1,80.0,41.79951,-111.63754,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.9 from 37
    votes","Page Views: 1,530 total · 9/month","Shared By: camhead on Feb 13, 2010 · Updates"
One-Eyed Rosie,https://www.mountainproject.com/route/107473151/one-eyed-rosie,2.6,5.11a,1,,41.7445,-111.7579,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.6 from 23
    votes",Page Views: 975 total · 7/month,"Shared By: Sadun Tryst on Feb 13, 2012"
Alyosha,https://www.mountainproject.com/route/106545585/alyosha,2.5,5.11a,1,,41.7445,-111.7579,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,True,False,False,False,"Avg: 2.5 from 10
    votes",Page Views: 909 total · 5/month,"Shared By: The Manly Nurse on Sep 14, 2009 · Updates"
Short-Handed Goal,https://www.mountainproject.com/route/106545589/short-handed-goal,2.3,5.11a/b,1,,41.7445,-111.7579,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.3 from 16
    votes",Page Views: 826 total · 5/month,"Shared By: The Manly Nurse on Sep 14, 2009 · Updates"
Poke the Pocket,https://www.mountainproject.com/route/106821160/poke-the-pocket,2.4,5.11b,1,25.0,41.80111,-111.63692,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.4 from 30
    votes","Page Views: 1,112 total · 7/month","Shared By: Spencer Weiler on Jul 9, 2010"
Theivin My Pocket,https://www.mountainproject.com/route/107473244/theivin-my-pocket,2.4,5.11b,1,,41.80111,-111.63692,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.4 from 23
    votes","Page Views: 1,165 total · 8/month","Shared By: Sadun Tryst on Feb 13, 2012"
Pickled eel,https://www.mountainproject.com/route/106813668/pickled-eel,2.6,5.11a,1,75.0,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.6 from 13
    votes",Page Views: 731 total · 5/month,"Shared By: Spencer Weiler on Jul 1, 2010"
Pet Piranha,https://www.mountainproject.com/route/106455552/pet-piranha,3.1,5.11a,1,55.0,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 3.1 from 16
    votes",Page Views: 899 total · 5/month,"Shared By: Jeremy Henderson on Jun 8, 2009 · Updates"
Sanctified,https://www.mountainproject.com/route/119234647/sanctified,2.0,5.11a,1,55.0,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 335 total · 8/month,"Shared By: Eli Perry on Jul 18, 2020"
"Out of Sight, Out of Mind",https://www.mountainproject.com/route/119660546/out-of-sight-out-of-mind,2.0,5.11b,1,65.0,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2 from 2
    votes",Page Views: 339 total · 9/month,"Shared By: Coryna Hebert on Oct 1, 2020"
Master Beta,https://www.mountainproject.com/route/107742779/master-beta,1.5,5.11b,1,,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 1.5 from 4
    votes",Page Views: 643 total · 5/month,"Shared By: nelsras on Aug 9, 2012"
Dog Sense,https://www.mountainproject.com/route/107742785/dog-sense,2.0,5.11b,1,,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2 from 2
    votes",Page Views: 603 total · 4/month,"Shared By: nelsras on Aug 9, 2012"
Underhanded,https://www.mountainproject.com/route/123262755/underhanded,2.0,5.11b,1,,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 79 total · 6/month,"Shared By: B Ringgold on Oct 16, 2022"
Bark,https://www.mountainproject.com/route/107742792/bark,1.5,5.11b/c,1,,41.8027,-111.6292,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 1.5 from 2
    votes",Page Views: 566 total · 4/month,"Shared By: nelsras on Aug 9, 2012"
Callalo,https://www.mountainproject.com/route/106820038/callalo,3.0,5.11a,1,100.0,41.80592,-111.63168,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 3 from 45
    votes","Page Views: 1,173 total · 7/month","Shared By: Spencer Weiler on Jul 8, 2010"
Despereaux,https://www.mountainproject.com/route/117988512/despereaux,2.5,5.11a,1,60.0,41.80592,-111.63168,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.5 from 8
    votes",Page Views: 554 total · 11/month,"Shared By: Michael Stemkovski on Nov 3, 2019 · Updates"
Fuzzy Navel,https://www.mountainproject.com/route/106820033/fuzzy-navel,2.3,5.11b,1,100.0,41.80592,-111.63168,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.3 from 16
    votes",Page Views: 711 total · 4/month,"Shared By: Spencer Weiler on Jul 8, 2010"
Beta Potato,https://www.mountainproject.com/route/118647798/beta-potato,2.0,5.11a,1,50.0,41.7435,-111.795,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 356 total · 8/month,"Shared By: Jon Decker on Mar 13, 2020"
Jack Be Nimble,https://www.mountainproject.com/route/107159400/jack-be-nimble,2.9,5.11b,1,60.0,41.76825,-111.66486,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.9 from 37
    votes","Page Views: 1,033 total · 7/month","Shared By: Zack Oldroyd on Jun 2, 2011"
"I'm blue, I'm a dog, I'm a dog.",https://www.mountainproject.com/route/109095513/im-blue-im-a-dog-im-a-dog,2.5,5.11,1,45.0,41.76825,-111.66486,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2.5 from 13
    votes","Page Views: 1,332 total · 12/month","Shared By: Brian Hestetune on Jun 12, 2014"
Graham Slam,https://www.mountainproject.com/route/110409535/graham-slam,3.4,5.11b/c,1,60.0,41.76825,-111.66486,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 3.4 from 19
    votes","Page Views: 2,215 total · 21/month","Shared By: its-RawDog on Apr 30, 2015"
Cabin Fever,https://www.mountainproject.com/route/107515318/cabin-fever,2.0,5.11b,3,,41.7573,-111.7212,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,True,False,False,False,False,False,"Avg: 2 from 1
    vote",Page Views: 778 total · 6/month,"Shared By: Benjamin Eaton on Mar 17, 2012"
In-Flight Entertainment,https://www.mountainproject.com/route/107515276/in-flight-entertainment,2.0,5.11b/c,3,,41.7573,-111.7212,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False,"Avg: 2 from 4
    votes",Page Views: 862 total · 6/month,"Shared By: Benjamin Eaton on Mar 17, 2012"
